index,ticker,timestamp,open,high,low,close,volume
,BMY,2019-06-28,45.26,49.55,44.54,45.35,268589656
,BMY,2019-07-31,45.71,46.68,42.48,44.41,304751297
,BMY,2019-08-30,44.55,49.14,44.41,48.07,265004195
,BMY,2019-09-30,47.89,51.43,47.26,50.71,181610813
,BMY,2019-10-31,51.09,58.22,48.55,57.37,277474268
,BMY,2019-11-29,57.99,59.18,55.3,56.94,510130400
,BMY,2019-12-31,57.34,64.75,56.68,64.19,332054768
,BMY,2020-01-31,63.85,68.34,62.51,62.95,314437494
,BMY,2020-02-28,63.1,67.8,56.37,59.06,253859907
,BMY,2020-03-31,59.57,61.85,45.76,55.74,446442897
,BMY,2020-04-30,53.62,63.18,53.52,60.81,311118114
,BMY,2020-05-29,60.85,65.34,59.11,59.72,346624645
,BMY,2020-06-30,59.46,62.17,54.07,58.8,365297932
,BMY,2020-07-31,59.19,60.68,57.16,58.66,216654061
,BMY,2020-08-31,59.11,64.27,58.53,62.2,189644867
,BMY,2020-09-30,62.2,62.26,56.9,60.29,227368049
,BMY,2020-10-30,60.38,62.42,56.754,58.45,221908939
,BMY,2020-11-30,59.19,66.23,58.84,62.4,226022497
,BMY,2020-12-31,63.15,63.74,59.92,62.03,213133846
,BMY,2021-01-29,61.74,67.1599,60.465,61.43,236934452
,BMY,2021-02-26,61.91,64.635,59.37,61.33,260131077
,BMY,2021-03-31,61.9,64.415,58.625,63.13,284392857
,BMY,2021-04-30,63.18,66.93,61.51,62.42,236873713
,BMY,2021-05-28,62.7,67.96,62.6501,65.72,190629985
,BMY,2021-06-30,66.4,67.94,63.22,66.82,219846935
,BMY,2021-07-30,66.42,69.27,65.78,67.87,181215182
,BMY,2021-08-31,68.2,69.75,66.51,66.86,152250732
,BMY,2021-09-30,67.29,67.29,59.15,59.17,220801906
,BMY,2021-10-29,59.37,60.025,56.11,58.4,253979145
,BMY,2021-11-30,58.3,60.2,53.22,53.63,272618069
,BMY,2021-12-31,53.94,63.17,53.91,62.35,304122692
,BMY,2022-01-31,62.07,65.85,60.86,64.89,261788074
,BMY,2022-02-28,65.01,69.32,62.9,68.67,304191329
,BMY,2022-03-31,68.12,74.07,67.325,73.03,351726314
,BMY,2022-04-29,73.19,78.17,73.0,75.27,300515185
,BMY,2022-05-31,75.37,78.615,73.669,75.45,332001818
,BMY,2022-06-30,75.34,80.59,71.71,77.0,277642621
,BMY,2022-07-29,76.98,77.095,72.26,73.78,192581427
,BMY,2022-08-31,73.76,75.86,65.95,67.41,200473741
,BMY,2022-09-30,67.39,75.99,67.21,71.09,227462986
,BMY,2022-10-31,71.355,78.66,68.33,77.47,185041818
,BMY,2022-11-30,77.0,81.1699,74.5535,80.28,199338785
,BMY,2022-12-30,80.48,81.435,70.87,71.95,187192603
,BMY,2023-01-31,71.76,75.0,70.75,72.65,164846175
,BMY,2023-02-28,72.94,75.18,68.815,68.96,155705191
,BMY,2023-03-31,68.7,69.785,65.275,69.31,186872352
,BMY,2023-04-28,69.03,71.065,66.02,66.77,134270584
,BMY,2023-05-31,67.28,69.1,63.07,64.44,194761316
,BMY,2023-06-30,64.46,66.46,62.88,63.95,171664615
,BMY,2023-07-31,63.94,65.375,60.05,62.19,183981919
,BMY,2023-08-31,62.32,63.41,59.71,61.65,258003379
,BMY,2023-09-29,61.83,62.395,57.61,58.04,234209651
,BMY,2023-10-16,58.01,58.06,55.695,57.17,114261201
,CTLT,2014-08-29,20.0,21.74,19.34,21.5,14331600
,CTLT,2014-09-30,21.35,25.3975,21.21,25.03,23737163
,CTLT,2014-10-31,24.93,26.34,23.21,26.03,10459635
,CTLT,2014-11-28,26.0,29.09,22.85,28.79,8083755
,CTLT,2014-12-31,28.79,30.184,26.62,27.88,9264325
,CTLT,2015-01-30,28.04,28.84,26.32,27.62,7997535
,CTLT,2015-02-27,27.62,30.32,27.06,27.97,6302018
,CTLT,2015-03-31,27.5,31.66,26.74,31.15,23934482
,CTLT,2015-04-30,31.02,31.65,28.55,28.77,5857525
,CTLT,2015-05-29,28.93,32.11,26.17,31.96,7750723
,CTLT,2015-06-30,31.56,31.92,28.4316,29.33,29896516
,CTLT,2015-07-31,29.63,34.14,28.41,34.08,31211654
,CTLT,2015-08-31,34.08,34.415,28.913,31.79,16108639
,CTLT,2015-09-30,31.24,31.55,24.05,24.3,18081351
,CTLT,2015-10-30,24.32,27.49,23.63,26.58,10914389
,CTLT,2015-11-30,26.64,28.75,26.33,27.85,8338141
,CTLT,2015-12-31,28.05,28.54,24.28,25.03,13247496
,CTLT,2016-01-29,24.55,25.28,22.17,23.53,11301872
,CTLT,2016-02-29,23.42,25.09,18.92,24.27,12741165
,CTLT,2016-03-31,24.51,27.6,24.22,26.67,10391767
,CTLT,2016-04-29,26.52,32.24,26.14,29.53,25804304
,CTLT,2016-05-31,29.52,29.71,23.6,28.12,25803187
,CTLT,2016-06-30,28.14,28.62,20.94,22.99,46811880
,CTLT,2016-07-29,22.89,25.8,22.52,25.54,15411249
,CTLT,2016-08-31,25.62,26.04,23.52,25.23,17133845
,CTLT,2016-09-30,25.15,26.95,23.28,25.84,45492408
,CTLT,2016-10-31,25.59,26.3,22.81,22.81,16368540
,CTLT,2016-11-30,22.84,26.03,21.83,23.93,16259185
,CTLT,2016-12-30,23.72,27.4264,22.94,26.96,16733657
,CTLT,2017-01-31,27.09,27.79,25.51,26.76,14956012
,CTLT,2017-02-28,26.77,30.22,26.71,28.7,14143500
,CTLT,2017-03-31,28.97,29.67,27.7,28.32,13237468
,CTLT,2017-04-28,28.41,29.78,27.48,29.28,8819802
,CTLT,2017-05-31,29.38,36.2,28.76,35.53,22145098
,CTLT,2017-06-30,35.54,38.73,34.74,35.1,27643233
,CTLT,2017-07-31,35.12,36.53,34.63,34.7,17330700
,CTLT,2017-08-31,35.0,41.4,33.42,41.29,26510077
,CTLT,2017-09-29,41.35,42.22,38.55,39.92,28014298
,CTLT,2017-10-31,40.0,43.39,39.81,42.59,18920949
,CTLT,2017-11-30,42.98,43.03,36.73,39.79,19171235
,CTLT,2017-12-29,39.64,42.22,37.77,41.08,16616693
,CTLT,2018-01-31,41.37,47.87,40.791,46.54,15819178
,CTLT,2018-02-28,46.25,47.56,39.32,41.75,22699123
,CTLT,2018-03-29,41.67,43.96,38.968,41.06,17638825
,CTLT,2018-04-30,41.0,42.61,38.57,41.11,13853710
,CTLT,2018-05-31,40.7,41.74,38.22,39.26,18253840
,CTLT,2018-06-29,39.69,42.62,38.91,41.89,31791373
,CTLT,2018-07-31,41.69,44.26,39.541,41.7,24447578
,CTLT,2018-08-31,41.59,45.72,39.56,41.8,19189568
,CTLT,2018-09-28,41.6,45.91,40.31,45.55,15273396
,CTLT,2018-10-31,45.88,46.43,37.45,40.34,15670726
,CTLT,2018-11-30,40.48,42.31,34.245,39.65,24934287
,CTLT,2018-12-31,40.0,40.57,29.23,31.18,20912665
,CTLT,2019-01-31,30.86,37.234,29.29,36.93,22930832
,CTLT,2019-02-28,36.89,43.87,36.75,43.22,16885932
,CTLT,2019-03-29,43.62,44.14,39.8,40.59,14116210
,CTLT,2019-04-30,40.97,45.43,39.09,44.82,19159194
,CTLT,2019-05-31,44.88,47.04,42.85,45.5,16842729
,CTLT,2019-06-28,45.38,54.91,44.93,54.21,17582341
,CTLT,2019-07-31,54.87,58.38,52.98,56.49,14285035
,CTLT,2019-08-30,56.54,57.95,51.12,52.74,18301001
,CTLT,2019-09-30,52.43,53.26,47.266,47.66,15388616
,CTLT,2019-10-31,47.68,50.8,46.43,48.65,13031186
,CTLT,2019-11-29,48.96,53.25,47.72,51.99,13756811
,CTLT,2019-12-31,52.11,57.02,50.41,56.3,15353664
,CTLT,2020-01-31,56.54,63.36,55.35,61.1,14710514
,CTLT,2020-02-28,67.24,68.78,49.82,51.53,28374262
,CTLT,2020-03-31,51.84,55.54,31.04,51.95,31887321
,CTLT,2020-04-30,49.69,69.56,47.01,69.15,22436964
,CTLT,2020-05-29,67.95,80.52,65.0,77.73,36019289
,CTLT,2020-06-30,77.34,79.19,67.97,73.3,38521664
,CTLT,2020-07-31,73.52,90.99,72.53,87.34,23429429
,CTLT,2020-08-31,88.37,93.0899,84.69,92.5,15899300
,CTLT,2020-09-30,94.38,95.7,79.65,85.66,57513432
,CTLT,2020-10-30,86.46,96.38,82.88,87.77,17442448
,CTLT,2020-11-30,88.78,120.48,87.16,96.14,27999563
,CTLT,2020-12-31,96.35,106.55,91.87,104.07,27240687
,CTLT,2021-01-29,104.84,120.18,103.0,115.05,19155322
,CTLT,2021-02-26,116.91,127.68,109.34,113.71,19006292
,CTLT,2021-03-31,114.78,117.8,97.86,105.31,29274556
,CTLT,2021-04-30,105.94,115.97,104.62,112.47,16551686
,CTLT,2021-05-28,113.0,113.6,98.73,104.83,23408923
,CTLT,2021-06-30,104.97,111.19,99.03,108.12,19408820
,CTLT,2021-07-30,108.17,121.11,108.12,119.81,13504686
,CTLT,2021-08-31,120.28,132.685,117.22,130.44,17278556
,CTLT,2021-09-30,130.37,142.64,129.6,133.07,23422891
,CTLT,2021-10-29,132.68,138.2,126.04,137.86,14240571
,CTLT,2021-11-30,138.2,140.555,119.01,128.66,23465592
,CTLT,2021-12-31,129.05,131.42,113.82,128.03,22285358
,CTLT,2022-01-31,128.03,128.26,95.43,103.93,26345226
,CTLT,2022-02-28,107.92,113.69,91.17,102.04,23154697
,CTLT,2022-03-31,102.1,113.53,93.3,110.9,26294186
,CTLT,2022-04-29,111.59,114.89,86.34,90.56,27709371
,CTLT,2022-05-31,89.46,105.41,87.71,103.06,26327132
,CTLT,2022-06-30,102.89,114.1,100.25,107.29,24537884
,CTLT,2022-07-29,107.28,115.335,99.0,113.1,20174961
,CTLT,2022-08-31,112.55,115.0799,87.17,88.0,26657918
,CTLT,2022-09-30,87.15,97.54,72.32,72.36,32224865
,CTLT,2022-10-31,73.1,81.72,64.44,65.73,41485001
,CTLT,2022-11-30,49.27,53.79,40.69,50.13,93625786
,CTLT,2022-12-30,50.44,53.0558,41.52,45.01,58276167
,CTLT,2023-01-31,46.0,54.35,44.495,53.55,51123831
,CTLT,2023-02-28,54.03,72.72,52.14,68.22,55555645
,CTLT,2023-03-31,67.65,74.49,61.04,65.71,39368149
,CTLT,2023-04-28,64.65,67.535,41.33,50.12,95906240
,CTLT,2023-05-31,50.05,50.61,31.45,37.23,134594456
,CTLT,2023-06-30,37.2,44.95,36.15,43.36,99219032
,CTLT,2023-07-31,43.56,49.26,43.13,48.52,52316874
,CTLT,2023-08-31,48.0,50.56,42.395,49.97,50071292
,CTLT,2023-09-29,50.52,51.79,44.65,45.53,37023200
,CTLT,2023-10-16,45.2,47.795,42.2,46.52,20089454
,LLY,2023-10-16,536.01,629.97,516.57,616.64,40489884
,LLY,2023-09-29,556.32,601.84,532.2,537.13,58019308
,LLY,2023-08-31,455.35,557.75,446.89,554.2,71152574
,LLY,2023-07-31,466.26,467.6,434.34,454.55,46835927
,LLY,2023-06-30,430.27,469.87,428.13,468.98,56778357
,LLY,2023-05-31,397.26,454.95,392.255,429.46,75112510
,LLY,2023-04-28,343.24,404.3131,342.3,395.86,56071795
,LLY,2023-03-31,310.0,343.65,309.2,343.42,80115766
,LLY,2023-02-28,342.79,353.815,309.64,311.22,66674226
,LLY,2023-01-31,366.26,369.0,339.38,344.15,50722892
,LLY,2022-12-30,374.79,375.25,354.6101,365.84,53002346
,LLY,2022-11-30,345.83,372.35,340.12,371.08,69750948
,LLY,2022-10-31,325.99,363.9199,317.05,362.09,55842424
,LLY,2022-09-30,301.0,341.7,296.32,323.35,68936990
,LLY,2022-08-31,327.51,330.43,296.53,301.23,62135816
,LLY,2022-07-29,323.88,335.33,315.51,329.69,42681800
,LLY,2022-06-30,313.44,330.85,283.11,324.23,68053614
,LLY,2022-05-31,291.23,324.08,283.0,313.44,65874585
,LLY,2022-04-29,286.15,314.0,276.83,292.13,58019395
,LLY,2022-03-31,247.56,295.33,245.44,286.37,70442271
,LLY,2022-02-28,247.05,252.9,231.87,249.95,51888486
,LLY,2022-01-31,274.41,274.41,232.68,245.39,59753612
,LLY,2021-12-31,249.44,283.905,239.47,276.22,74511225
,LLY,2021-11-30,255.11,271.11,246.48,248.04,60736110
,LLY,2021-10-29,231.0,256.75,224.22,254.76,53323088
,LLY,2021-09-30,258.54,260.99,220.2,231.05,61195782
,LLY,2021-08-31,245.73,275.87,243.5,258.29,54225049
,LLY,2021-07-30,229.51,248.4,228.66,243.5,50261821
,LLY,2021-06-30,200.32,239.37,196.68,229.52,95262441
,LLY,2021-05-28,182.99,203.615,182.92,199.74,60884540
,LLY,2021-04-30,186.82,193.5,178.5779,182.77,63359486
,LLY,2021-03-31,205.78,212.16,179.82,186.82,96146254
,LLY,2021-02-26,209.46,209.89,195.64,204.89,62542908
,LLY,2021-01-29,169.02,218.0,161.78,207.97,114113902
,LLY,2020-12-31,146.69,173.895,143.13,168.84,81332259
,LLY,2020-11-30,132.54,151.98,129.99,145.65,90544145
,LLY,2020-10-30,148.33,157.15,129.21,130.46,87153834
,LLY,2020-09-30,148.61,154.5,145.06,148.02,80103225
,LLY,2020-08-31,152.8,157.49,146.98,148.39,52180949
,LLY,2020-07-31,164.32,170.75,148.74,150.29,61892732
,LLY,2020-06-30,154.47,167.43,139.68,164.18,97966237
,LLY,2020-05-29,153.72,162.37,143.62,152.95,65382744
,LLY,2020-04-30,134.0,164.9,132.98,154.64,79529821
,LLY,2020-03-31,127.74,144.0,117.06,138.72,149904037
,LLY,2020-02-28,140.53,147.87,121.51,126.13,73118696
,LLY,2020-01-31,131.77,143.72,130.23,139.64,76612365
,LLY,2019-12-31,117.52,137.0,115.92,131.43,71189503
,LLY,2019-11-29,114.07,118.46,110.51,117.35,60562165
,LLY,2019-10-31,111.94,114.67,101.36,113.95,74256464
,LLY,2019-09-30,112.54,117.23,106.4,111.83,71433734
,LLY,2019-08-30,109.02,116.14,107.44,112.97,75888210
,LLY,2019-07-31,111.31,115.47,105.15,108.95,85980388
,LLY,2019-06-28,116.53,118.94,110.02,110.79,85962167
,LLY,2019-05-31,117.05,119.53,113.87,115.94,92251813
,LLY,2019-04-30,130.71,131.35,113.65,117.04,117713399
,LLY,2019-03-29,127.25,132.13,121.96,129.76,659368487
,LLY,2019-02-28,120.32,127.77,116.86,126.29,284952333
,LLY,2019-01-31,114.79,120.14,111.1,119.86,101289476
,LLY,2018-12-31,118.64,119.84,105.67,115.72,100231974
,LLY,2018-11-30,108.74,118.71,104.95,118.64,100551609
,LLY,2018-10-31,107.67,116.61,104.17,108.44,112531242
,LLY,2018-09-28,105.31,107.84,103.66,107.31,68632506
,LLY,2018-08-31,98.74,106.49,97.84,105.65,78294755
,LLY,2018-07-31,85.06,99.2,84.71,98.81,78820240
,LLY,2018-06-29,85.2,87.27,84.36,85.33,73329271
,LLY,2018-05-31,80.68,85.11,77.09,85.04,86813099
,LLY,2018-04-30,76.88,83.56,75.4,81.07,86521052
,LLY,2018-03-29,77.06,80.49,74.51,77.37,85125857
,LLY,2018-02-28,81.54,83.03,73.69,77.02,116818024
,LLY,2018-01-31,84.46,88.33,81.27,81.45,93506744
,LLY,2017-12-29,84.98,89.09,84.18,84.46,67009777
,LLY,2017-11-30,82.17,85.48,81.42,84.64,53591967
,LLY,2017-10-31,85.78,89.09,81.72,81.94,79278440
,LLY,2017-09-29,81.54,85.61,79.05,85.54,69177335
,LLY,2017-08-31,82.86,83.15,76.89,81.29,74170965
,LLY,2017-07-31,82.41,85.53,80.77,82.66,71760808
,LLY,2017-06-30,79.6,84.76,78.75,82.3,79239780
,LLY,2017-05-31,82.09,83.1119,76.85,79.57,84990423
,LLY,2017-04-28,84.13,86.72,79.88,82.06,71088160
,LLY,2017-03-31,83.44,86.14,81.37,84.11,82515007
,LLY,2017-02-28,77.9,83.48,76.55,82.81,67247245
,LLY,2017-01-31,73.94,78.12,73.54,77.03,97535917
,LLY,2016-12-30,66.165,74.49,65.66,73.55,132236366
,LLY,2016-11-30,73.81,79.7,64.18,67.12,165744166
,LLY,2016-10-31,80.0,83.24,73.8,73.84,81947425
,LLY,2016-09-30,77.75,81.46,76.45,80.26,76070947
,LLY,2016-08-31,83.02,83.785,77.53,77.75,69797810
,LLY,2016-07-29,78.89,83.59,78.37,82.89,74232402
,LLY,2016-06-30,74.9,78.81,71.87,78.75,103821081
,LLY,2016-05-31,75.95,78.71,73.34,75.03,86472050
,LLY,2016-04-29,71.6,78.5,71.53,75.53,76179471
,LLY,2016-03-31,72.63,74.95,67.88,72.01,117671029
,LLY,2016-02-29,78.21,79.16,70.43,72.0,104140173
,LLY,2016-01-29,83.4,85.4,76.54,79.1,116114988
,LLY,2015-12-31,84.21,88.16,82.56,84.26,86148256
,LLY,2015-11-30,81.14,85.5,78.44,82.04,75107018
,LLY,2015-10-30,83.6,88.48,75.16,81.57,157125706
,LLY,2015-09-30,80.6,92.85,78.5,83.69,116433899
,LLY,2015-08-31,84.81,88.95,77.77,82.35,95854850
,LLY,2015-07-31,83.8,90.18,81.5,84.51,116814379
,LLY,2015-06-30,78.92,87.24,76.99,83.49,153270022
,LLY,2015-05-29,72.26,79.55,71.25,78.9,78679536
,LLY,2015-04-30,72.92,74.02,70.2,71.87,87914564
,LLY,2015-03-31,70.16,77.46,68.31,72.65,102619470
,LLY,2015-02-27,71.87,72.0,69.38,70.17,76781383
,LLY,2015-01-30,69.77,73.47,68.45,72.0,98784711
,LLY,2014-12-31,67.97,75.1,67.6,68.99,113018812
,LLY,2014-11-28,66.05,68.67,66.03,68.12,69379964
,LLY,2014-10-31,65.88,67.43,60.58,66.33,107902088
,LLY,2014-09-30,63.6,67.14,63.48,64.85,86216587
,LLY,2014-08-29,60.77,63.59,60.14,63.56,55261150
,LLY,2014-07-31,62.63,65.7,60.94,61.06,80409400
,LLY,2014-06-30,59.75,63.38,58.5,62.17,82058600
,LLY,2014-05-30,59.18,60.49,57.81,59.86,103920800
,LLY,2014-04-30,59.13,61.15,57.35,59.1,111844100
,LLY,2014-03-31,58.95,60.1,56.81,58.86,96419000
,LLY,2014-02-28,54.11,60.12,52.29,59.61,114640900
,LLY,2014-01-31,50.97,55.785,50.52,54.01,135541200
,LLY,2013-12-31,50.3,51.38,48.88,51.0,86488300
,LLY,2013-11-29,49.91,51.62,49.27,50.22,149415500
,LLY,2013-10-31,50.41,51.14,47.53,49.82,154532000
,LLY,2013-09-30,51.77,54.25,50.07,50.33,86081900
,LLY,2013-08-30,53.43,56.5,51.0,51.4,129821100
,LLY,2013-07-31,49.35,53.98,49.27,53.11,100632200
,LLY,2013-06-28,53.08,53.42,48.68,49.12,106260900
,LLY,2013-05-31,55.1,57.1,53.1525,53.16,134228600
,LLY,2013-04-30,56.67,58.405,55.02,55.38,95883200
,LLY,2013-03-28,54.31,56.94,54.31,56.79,91334800
,LLY,2013-02-28,53.55,54.99,53.18,54.66,131206400
,LLY,2013-01-31,49.94,54.87,49.19,53.69,148193700
,LLY,2012-12-31,49.21,50.7601,47.61,49.32,136541100
,LLY,2012-11-30,48.89,49.69,44.88,49.04,163059700
,LLY,2012-10-31,47.49,53.99,47.46,48.63,220200100
,LLY,2012-09-28,44.97,47.84,44.71,47.41,116540900
,LLY,2012-08-31,44.12,45.45,42.1,44.91,192169600
,LLY,2012-07-31,43.06,44.67,41.59,44.03,135507800
,LLY,2012-06-29,40.67,42.91,39.93,42.91,112670100
,LLY,2012-05-31,41.32,41.82,40.34,40.95,131024800
,LLY,2012-04-30,40.3,41.52,39.16,41.39,148507500
,LLY,2012-03-30,39.17,40.45,38.56,40.265,108779000
,LLY,2012-02-29,39.82,40.11,38.3,39.24,147097500
,LLY,2012-01-31,41.95,42.03,38.93,39.74,174411200
,LLY,2011-12-30,37.71,41.92,37.3,41.56,168685000
,LLY,2011-11-30,36.78,39.04,35.46,37.85,185012100
,LLY,2011-10-31,37.02,38.98,35.69,37.16,162008400
,LLY,2011-09-30,37.57,38.36,35.435,36.97,175055500
,LLY,2011-08-31,38.91,38.91,33.75,37.51,258036100
,LLY,2011-07-29,37.48,39.78,37.155,38.3,181625600
,LLY,2011-06-30,38.3,38.48,36.6,37.53,144853800
,LLY,2011-05-31,37.21,39.4,37.19,38.48,187468000
,LLY,2011-04-29,35.21,37.46,34.88,37.01,139523000
,LLY,2011-03-31,34.5,35.42,33.46,35.17,146245700
,LLY,2011-02-28,34.83,35.92,33.96,34.56,165925300
,LLY,2011-01-31,35.17,35.61,34.47,34.77,166851100
,LLY,2010-12-31,33.97,35.4,33.81,35.04,122132393
,LLY,2010-11-30,35.26,35.93,33.52,33.66,154540100
,LLY,2010-10-29,36.68,38.08,34.68,35.2,141542000
,LLY,2010-09-30,34.11,36.9,33.83,36.53,109124800
,LLY,2010-08-31,35.84,37.92,33.535,33.59,192044200
,LLY,2010-07-30,33.43,36.2,32.82,35.6,177261200
,LLY,2010-06-30,32.63,34.98,32.27,33.5,165562700
,LLY,2010-05-28,35.27,35.8,32.02,32.79,180413400
,LLY,2010-04-30,36.45,36.97,34.57,34.97,159175800
,LLY,2010-03-31,34.5,36.82,34.23,36.22,149482900
,LLY,2010-02-26,35.36,35.75,33.63,34.34,128908300
,LLY,2010-01-29,35.77,37.92,34.84,35.2,144879100
,LLY,2009-12-31,36.82,38.0,34.47,35.71,147268000
,LLY,2009-11-30,34.19,37.54,33.382,36.73,122421300
,LLY,2009-10-30,32.97,35.63,32.27,34.01,163992500
,LLY,2009-09-30,33.3,33.55,32.3,33.03,139952200
,LLY,2009-08-31,35.33,35.63,32.23,33.46,120757700
,LLY,2009-07-31,34.76,35.65,32.19,34.89,149028300
,LLY,2009-06-30,34.89,35.47,32.78,34.64,147741000
,LLY,2009-05-29,32.92,36.65,32.62,34.57,114622800
,LLY,2009-04-30,33.03,34.43,30.91,32.92,128607600
,LLY,2009-03-31,28.4,34.31,27.21,33.41,174185100
,LLY,2009-02-27,36.53,39.25,29.38,29.38,126192000
,LLY,2009-01-30,40.38,40.78,36.2664,36.82,128907300
,LLY,2008-12-31,33.32,40.5,30.63,40.27,125549500
,LLY,2008-11-28,34.44,35.64,28.62,34.15,128060200
,LLY,2008-10-31,43.58,44.44,29.25,33.82,220081700
,LLY,2008-09-30,47.21,47.88,42.88,44.03,146911300
,LLY,2008-08-29,47.11,49.78,46.46,46.65,101686000
,LLY,2008-07-31,45.67,49.46,45.52,47.11,131911100
,LLY,2008-06-30,48.28,49.82,45.36,46.16,129691100
,LLY,2008-05-30,48.17,49.9,47.5,48.14,92593400
,LLY,2008-04-30,51.72,53.4,47.86,48.14,132076300
,LLY,2008-03-31,50.12,51.78,46.6,51.59,124827300
,LLY,2008-02-29,51.36,52.51,49.5,50.02,114072200
,LLY,2008-01-31,53.47,57.52,50.05,51.39,175129600
,LLY,2007-12-31,52.65,55.34,51.75,53.39,102877700
,LLY,2007-11-30,53.66,53.99,49.09,52.95,149352400
,LLY,2007-10-31,57.09,59.82,51.8,54.15,145811100
,LLY,2007-09-28,57.33,58.22,55.48,56.93,88800000
,LLY,2007-08-31,53.6,59.02,53.53,57.35,132823800
,LLY,2007-07-31,56.24,58.94,53.97,54.09,109097300
,LLY,2007-06-29,58.73,59.23,55.3,55.88,109449600
,LLY,2007-05-31,59.1,60.0,57.9,58.62,104668200
,LLY,2007-04-30,53.96,61.0,53.9,59.13,115346600
,LLY,2007-03-30,52.0,54.28,51.21,53.71,108905100
,LLY,2007-02-28,54.65,55.2,52.3,52.59,82724700
,LLY,2007-01-31,52.35,54.37,51.57,54.12,101564600
,LLY,2006-12-29,53.45,54.92,51.13,52.1,116720100
,LLY,2006-11-30,55.95,57.48,53.36,53.59,110204100
,LLY,2006-10-31,56.81,58.48,55.94,56.01,83074500
,LLY,2006-09-29,56.0,57.35,53.97,57.0,96546200
,LLY,2006-08-31,56.4,57.49,53.83,55.93,70487200
,LLY,2006-07-31,55.42,57.18,54.0,56.77,68384400
,LLY,2006-06-30,51.62,55.66,50.83,55.27,79756100
,LLY,2006-05-31,52.51,53.32,50.19,51.64,91161000
